track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Chance,Paulo Londra,1,2022,4,6,225,0,89566512,11,0,7,0,0,138,C#,Minor,1.8749250031856348,1.3464042437825718,-0.461641817606538,1.0901847554095925,-0.1886134947097773,-0.5978134593814245,1.4020838424331128
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,6,114,F,Minor,1.195298459793868,1.2194147398288553,1.1562689731678835,-0.644823513668758,-0.1886134947097773,-0.7450491438856457,0.03906435617233629
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,24,0,52,0,0,180,G,Minor,-1.5911703681123759,-0.3044593076157428,0.16063156346054716,-0.7631195320150091,-0.1886134947097773,-0.4505777748772034,0.2337814256381615
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,B,Major,-0.6396932073639023,0.7114567240139893,1.6540876780215514,-0.9602795625920945,-0.1886134947097773,0.6536898589044549,0.03906435617233629
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591,26,3,39,0,0,115,G#,Minor,0.24382129904539446,1.1347550705263778,-1.5195065654205828,0.7747287064862561,-0.1886134947097773,-0.8186669861377562,3.3492545370913644
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,14,0,11,0,0,82,A#,Major,-0.299879935668019,0.20349870819912327,-1.3328245511004573,-0.09277542805291916,-0.1886134947097773,-0.4505777748772034,1.2073667729672874
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,15,0,1,166,D,Major,0.31178395338457116,-1.4050350085479526,-1.1461425367803317,-0.7631195320150091,-0.1886134947097773,0.7273077011565654,-0.2530112480264015
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,11,6,12,0,15,108,F#,Major,-0.43580524434637236,-0.5584383155231758,-0.1505051270729954,-0.4870954892070897,-0.1886134947097773,0.3592184898960126,2.8624618634268018
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,5,0,4,0,1,84,E,Minor,-0.8435811703814324,-0.21979963831326513,-0.026050450859578377,-1.0391435748229285,-0.1886134947097773,-0.08248856361665068,-0.05829417856057632
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698,20,4,52,0,1,95,D#,Minor,-1.3872824050948458,0.20349870819912327,1.591860339914843,-1.0391435748229285,-0.1886134947097773,-0.5978134593814245,-0.642445386958052
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,32,0,49,0,0,135,D#,Minor,0.9234478424371613,0.796116393316467,0.036176887247130134,-0.09277542805291916,-0.1886134947097773,-0.7450491438856457,-0.642445386958052
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,E,Major,1.5351117314897513,0.9231058972701836,-0.8350058462467891,0.49870466367833666,-0.1886134947097773,-0.671431301633535,-0.44772831749222675
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,46,8,60,0,0,88,G,Major,-0.7756185160422557,-0.34678914226698165,-0.7105511700333721,-0.09277542805291916,-0.1886134947097773,-0.4505777748772034,-0.642445386958052
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27,2,31,0,0,119,C#,Minor,0.7875225337588079,0.542137385409034,-0.33718714139312095,0.06495259640874906,-0.1886134947097773,-0.524195617129314,0.3311399603710741
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,0,120,C#,Major,0.7875225337588079,0.6267970547115117,0.036176887247130134,-0.8419835442458432,-0.1886134947097773,0.5064541744002338,0.3311399603710741
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,"1,370",2,71,122,D,Major,0.9234478424371613,1.6427130863412438,0.5339955921007983,0.06495259640874906,-0.1886134947097773,0.8009255434086759,-0.642445386958052
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,10,2,13,0,1,98,F,Major,0.1758586447062178,1.9390219288999158,-0.33718714139312095,1.1296167615250097,-0.1886134947097773,0.6536898589044549,0.1364228909052489
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,2,140,E,Minor,0.991410496776338,-0.0928101343595486,1.4674056637014259,-0.2505034525145874,-0.1886134947097773,0.21198280539179154,-0.7398039216909645
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,203,1,"8,215",0,0,116,F#,Minor,0.6515972250804546,0.9654357319214224,0.5962229302075067,0.8141607126016731,-0.1886134947097773,1.1690147546692287,-0.2530112480264015
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,1,124,D#,Major,-0.02802931831131227,0.8807760626189447,0.5962229302075067,0.14381660863958318,-0.1886134947097773,1.3162504391734497,-0.642445386958052
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,34,39,30,0,0,105,A,Minor,-2.0669089484866126,-0.9817366620355642,0.09840422535383865,-0.4870954892070897,-0.1886134947097773,-0.671431301633535,-0.5450868522251393
Still Life,BIGBANG,1,2022,4,5,181,0,53909146,16,14,7,0,0,118,G#,Major,0.6515972250804546,1.1347550705263778,1.6540876780215514,-0.4870954892070897,-0.1886134947097773,1.0953969124171181,0.1364228909052489
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,84,108,E,Major,1.5351117314897513,1.0077655665726613,-0.8972331843534976,-0.6053915075533409,-0.1886134947097773,-0.671431301633535,1.4994423771660252
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,36,100,E,Major,0.1758586447062178,0.28815837750160095,-0.461641817606538,-0.05334342193750211,-0.1886134947097773,-0.22972424812087178,-0.35036978275931413
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,206,140,D#,Minor,-0.16395462698966562,1.1770849051776167,0.09840422535383865,0.18324861475500023,-0.1886134947097773,0.2856006476439021,-0.35036978275931413
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,0,101,C#,Minor,-2.2707969115041426,-1.2357156699429972,-2.0795526083809595,0.6564326881400049,6.976580051512213,-0.5978134593814245,-0.35036978275931413
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,24,0,5,78,F,Major,-0.7756185160422557,-1.278045504594236,-1.2705972129937486,1.8393928716025165,-0.1886134947097773,-0.524195617129314,-0.8371624564238771
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,51,87,G#,Major,0.1758586447062178,-1.0663963313380418,0.7206776064209238,-0.7236875258995921,-0.1886134947097773,2.6413715997114395,1.2073667729672874
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180,4,0,22,0,0,153,A#,Minor,0.9234478424371613,-0.13513996901078745,0.34731357778067273,-0.5265274953225068,-0.1886134947097773,-0.22972424812087178,-0.35036978275931413
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,0,96,A#,Minor,0.991410496776338,1.0077655665726613,1.2807236493813003,0.2621126269858343,-0.07488026381736478,-0.524195617129314,-0.642445386958052
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,0,85,A#,Major,0.1758586447062178,-1.0663963313380418,-0.5238691557132465,-0.4870954892070897,9.251244669360466,-0.524195617129314,-0.5450868522251393
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,C#,Minor,-1.0474691333989625,-1.1510560006405195,-0.27495980328641245,-1.0391435748229285,-0.1886134947097773,-0.7450491438856457,-0.7398039216909645
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,B,Minor,-0.16395462698966562,-1.1510560006405195,-0.7105511700333721,-0.8025515381304262,-0.1886134947097773,2.420518072955108,-0.642445386958052
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,1,134,G,Major,1.1273358054546914,-0.34678914226698165,0.6584502683142153,-0.8419835442458432,-0.1886134947097773,-0.8922848283898668,-0.2530112480264015
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,C#,Minor,0.3797466077237478,0.5844672200602729,1.6540876780215514,-0.8814155503612603,-0.1886134947097773,2.1996645461987763,0.7205740993027245
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,11,0,0,130,C#,Major,-0.707655861703079,-1.1510560006405195,-1.7061885797407084,-0.6053915075533409,1.8585846613536485,-0.15610640586876123,-0.7398039216909645
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,4,1,6,0,0,108,B,Major,0.31178395338457116,1.7273727556437215,0.7829049445276323,-0.684255519784175,-0.1886134947097773,-0.7450491438856457,0.03906435617233629
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,G#,Major,-0.707655861703079,-0.050480299708309764,1.2807236493813003,-0.8419835442458432,-0.1886134947097773,-0.15610640586876123,-0.642445386958052
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,0,152,B,Major,1.6710370401681047,0.07650920424540675,-0.1505051270729954,-0.7631195320150091,-0.1886134947097773,3.3039321799804346,-0.05829417856057632
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754,10,30,13,0,33,108,D,Major,0.4477092620629245,-1.2357156699429972,0.16063156346054716,-1.0391435748229285,-0.1886134947097773,-0.524195617129314,3.4466130718242773
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,1,0,5,0,0,72,A#,Minor,0.8554851880979846,1.304074409131333,1.0318142969544664,-0.4870954892070897,-0.1886134947097773,-0.37695993262509286,2.473027724495151
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,10,0,0,121,F#,Minor,-0.5717305530247258,0.4574777161065563,-0.27495980328641245,-0.5659595014379238,-0.1886134947097773,-0.9659026706419773,3.251896002358452
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,D#,Minor,1.603074385828928,-1.1933858352917583,-0.586096493819955,-0.9997115687075114,-0.1886134947097773,-0.8186669861377562,2.083593585563501
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,0,188,F,Minor,0.5156719164021012,-0.26212947296450395,-0.0882777889662869,-0.8025515381304262,-0.1886134947097773,1.2426325969213392,0.1364228909052489
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48,4,34,1,0,110,C#,Major,0.8554851880979846,-1.4896946778504303,-2.2662346227010848,-0.3687994708608386,-0.1886134947097773,-0.4505777748772034,2.765103328693889
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,12,0,0,105,G#,Major,0.5156719164021012,-1.7013438511066246,-0.8972331843534976,-0.2505034525145874,-0.1886134947097773,0.8745433856607865,0.6232155645698119
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890,9,7,14,0,1,118,G#,Major,1.1273358054546914,-0.77008748877937,-1.7684159178474168,-0.9602795625920945,-0.1886134947097773,1.5371039659297814,4.712274023352141
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,0,176,D,Major,-0.09599197265048895,-1.6590140164553857,-1.8306432559541252,1.1296167615250097,-0.1886134947097773,-0.671431301633535,0.3311399603710741
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35,0,3,0,0,158,B,Major,0.3797466077237478,-1.1087261659892806,-0.21273246517970393,-0.9997115687075114,-0.1886134947097773,1.0217790701650076,-0.35036978275931413
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6,20,8,0,0,115,C#,Minor,0.6515972250804546,-1.320375339245475,0.34731357778067273,-0.9997115687075114,-0.1886134947097773,-0.15610640586876123,-0.5450868522251393
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10,2,150,0,0,110,B,Minor,-1.319319750755669,0.16116887354788442,1.218496311274592,0.6564326881400049,-0.1886134947097773,-0.22972424812087178,0.1364228909052489
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425,1,0,3,0,0,174,A,Major,-0.36784259000719566,-1.1087261659892806,-1.2705972129937486,0.9718887370633413,3.5645831247398365,-0.3033420903729823,-0.7398039216909645
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,23,0,0,130,E,Major,1.7389996945072814,0.4574777161065563,-0.21273246517970393,-1.0391435748229285,-0.1886134947097773,-0.4505777748772034,0.9152911687685498
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,87,1,210,78,A#,Major,-0.9115438247206091,-1.2357156699429972,0.7206776064209238,-1.0391435748229285,-0.1886134947097773,-0.3033420903729823,-0.7398039216909645
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,0,0,0,0,0,104,G,Major,1.195298459793868,-0.47377864622069815,-1.3328245511004573,-0.8814155503612603,-0.1886134947097773,1.5371039659297814,2.083593585563501
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891,93,12,173,11,3,121,G,Major,-0.23191728132884232,-1.7013438511066246,-0.7105511700333721,-0.9997115687075114,-0.1886134947097773,0.5064541744002338,1.5968009118989377
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,10,4,4,0,0,105,D,Major,-0.707655861703079,0.16116887354788442,0.5962229302075067,-0.17163944028375328,-0.1886134947097773,-0.7450491438856457,-0.642445386958052
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,G,Major,-0.503767898685549,-1.1510560006405195,-1.5817339035272913,1.2084807737558436,-0.1886134947097773,-0.7450491438856457,-0.7398039216909645
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,2,0,10,0,0,170,C#,Minor,-1.7270956767907293,-1.8706631897115797,-2.515143975127919,2.233712932756687,-0.07488026381736478,-0.4505777748772034,-0.44772831749222675
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,1,0,4,0,0,78,G,Major,0.8554851880979846,1.2617445744800941,0.16063156346054716,-0.8814155503612603,-0.1886134947097773,-0.7450491438856457,-0.44772831749222675
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,0,125,G#,Major,0.991410496776338,0.6691268893627504,0.7829049445276323,-0.7236875258995921,-0.1886134947097773,-0.4505777748772034,-0.5450868522251393
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,4,0,0,92,E,Minor,-0.43580524434637236,-0.8124173234306089,0.16063156346054716,-0.4476634830916727,-0.1886134947097773,-0.524195617129314,-0.5450868522251393
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,18,0,0,140,B,Minor,84.0,61.0,42.0,31.0,0.0,9.0,9.0
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,0,0,3,0,0,118,F,Minor,66.0,83.0,43.0,84.0,0.0,19.0,19.0
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,3,0,0,92,B,Minor,71.0,67.0,60.0,7.0,0.0,6.0,4.0
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454,3,0,2,0,0,140,G#,Minor,49.0,50.0,37.0,87.0,0.0,11.0,35.0
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23,16,9,0,5,174,C#,Major,68.0,45.0,71.0,18.0,0.0,11.0,25.0
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,135,74,119,1,18,127,A#,Major,77.0,53.0,78.0,19.0,0.0,29.0,4.0
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868,15,3,3,0,0,96,B,Major,71.0,37.0,52.0,62.0,0.0,11.0,36.0
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680,26,1,17,0,0,150,G#,Minor,82.0,82.0,66.0,13.0,0.0,11.0,6.0
ZOOM,Jessi,1,2022,4,13,608,0,136996305,5,29,14,0,0,100,F#,Major,87.0,46.0,60.0,1.0,0.0,13.0,16.0
SloMo,Chanel,1,2021,12,24,1211,0,65719930,31,0,19,0,2,105,C#,Minor,73.0,59.0,81.0,13.0,0.0,9.0,6.0
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18,75,9,0,0,104,G,Major,86.0,43.0,62.0,5.0,0.0,13.0,14.0
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23,1,15,0,0,154,G#,Major,54.0,45.0,79.0,1.0,0.0,17.0,5.0
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594,42,51,32,0,0,80,B,Major,47.0,33.0,83.0,18.0,0.0,10.0,5.0
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,4,35,11,1,1,150,D#,Major,53.0,14.0,43.0,64.0,0.0,13.0,3.0
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,137,5,582,0,0,156,B,Minor,32.0,49.0,72.0,0.0,0.0,9.0,4.0
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,29,0,30,0,0,98,G#,Minor,76.0,79.0,81.0,18.0,0.0,6.0,34.0
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,5,0,5,0,0,92,G,Major,58.0,27.0,36.0,86.0,0.0,9.0,3.0
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975,26,2,15,0,2,144,E,Major,47.0,7.0,50.0,32.0,0.0,7.0,4.0
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,11,6,25,0,1,150,E,Major,37.0,27.0,56.0,8.0,0.0,13.0,3.0
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429,42,9,24,1,1,138,D#,Major,70.0,31.0,44.0,84.0,0.0,9.0,39.0
Yet To Come,BTS,1,2022,6,10,829,0,302006641,32,110,26,0,0,172,C#,Major,56.0,68.0,89.0,4.0,0.0,33.0,19.0
Run BTS,BTS,1,2022,6,10,736,0,330881149,5,132,17,0,3,77,G#,Major,72.0,70.0,82.0,2.0,0.0,4.0,17.0
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80,11,66,0,1,107,B,Major,72.0,36.0,72.0,26.0,6.0,11.0,4.0
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,79,0,0,114,D,Major,51.0,39.0,29.0,90.0,0.0,10.0,4.0
For Youth,BTS,1,2022,6,10,327,0,114546317,5,40,12,0,0,117,D,Major,63.0,29.0,51.0,43.0,0.0,25.0,4.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79,13,93,0,17,160,G#,Minor,80.0,74.0,60.0,8.0,0.0,14.0,26.0
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,G,Major,88.0,15.0,56.0,1.0,0.0,8.0,6.0
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,73,45,119,0,0,100,B,Minor,82.0,76.0,70.0,16.0,0.0,8.0,5.0
Born Singer,BTS,1,2022,6,10,279,0,79095270,0,18,6,0,0,158,G#,Minor,60.0,68.0,84.0,4.0,0.0,24.0,11.0
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,39,0,0,142,D#,Major,56.0,40.0,54.0,72.0,0.0,10.0,4.0
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,A,Minor,80.0,77.0,85.0,11.0,0.0,17.0,14.0
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,F,Minor,71.0,39.0,86.0,2.0,0.0,51.0,25.0
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,54,76,900,0,0,151,G,Major,73.0,88.0,67.0,20.0,0.0,32.0,5.0
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,26,16,17,0,1,128,C#,Minor,82.0,42.0,75.0,6.0,0.0,63.0,6.0
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,G,Major,56.0,20.0,54.0,67.0,0.0,6.0,5.0
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,F,Major,65.0,88.0,72.0,36.0,14.0,20.0,3.0
So Good,Halsey,1,2022,6,9,1057,0,91781263,51,14,19,0,0,83,D#,Minor,63.0,29.0,62.0,4.0,0.0,18.0,4.0
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,109,38,301,1,33,122,C#,Major,85.0,42.0,80.0,6.0,0.0,17.0,14.0
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,A,Major,72.0,90.0,48.0,32.0,0.0,18.0,23.0
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,A,Minor,83.0,90.0,64.0,35.0,5.0,9.0,4.0
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,19,0,15,0,0,77,B,Major,81.0,68.0,58.0,83.0,0.0,11.0,34.0
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,90,22,365,0,114,91,G#,Major,57.0,30.0,89.0,10.0,0.0,33.0,8.0
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,105,148,G,Major,51.0,21.0,63.0,5.0,0.0,41.0,3.0
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,E,Minor,71.0,90.0,81.0,31.0,2.0,13.0,3.0
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433,0,0,2,0,0,92,F#,Major,83.0,56.0,82.0,10.0,0.0,9.0,5.0
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,F,Major,56.0,25.0,45.0,1.0,3.0,7.0,3.0
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139,73,142,0,5,123,E,Minor,60.0,46.0,71.0,3.0,0.0,16.0,4.0
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,1,89,D#,Major,52.0,28.0,48.0,54.0,1.0,19.0,3.0
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,12,1,8,0,1,110,F,Minor,81.0,61.0,93.0,49.0,0.0,12.0,11.0
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,4,106,0,0,7,90,B,Minor,68.0,54.0,76.0,21.0,0.0,11.0,20.0
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,5,36,1,0,0,154,F#,Minor,70.0,97.0,62.0,47.0,0.0,10.0,4.0
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,112,198,406,1,0,105,E,Minor,54.0,59.0,83.0,0.0,44.0,20.0,4.0
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964,222,61,259,14,2,115,C#,Minor,70.0,87.0,88.0,4.0,0.0,26.0,8.0
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,37,2,38,2,0,110,C#,Major,91.0,59.0,82.0,8.0,0.0,6.0,8.0
Massive,Drake,1,2022,6,17,5263,0,195628667,66,89,61,0,11,125,E,Minor,51.0,5.0,68.0,12.0,2.0,15.0,6.0
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45,2,26,0,1,102,C#,Major,73.0,62.0,75.0,0.0,0.0,34.0,8.0
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,26,18,15,1,4,120,G#,Minor,81.0,72.0,65.0,4.0,0.0,14.0,4.0
POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,2,97,D,Major,80.0,36.0,86.0,4.0,0.0,3.0,5.0
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412,18,124,24,1,0,140,F,Minor,44.0,41.0,92.0,0.0,0.0,44.0,7.0
MORE,j-hope,1,2022,7,1,565,0,155795783,6,52,11,0,0,97,D,Major,78.0,31.0,72.0,1.0,0.0,11.0,4.0
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,"6,720",3,99,125,F#,Major,45.0,67.0,90.0,9.0,11.0,10.0,5.0
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,D#,Minor,80.0,55.0,56.0,13.0,0.0,8.0,9.0
Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,A#,Minor,88.0,8.0,49.0,9.0,0.0,9.0,14.0
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,A,Major,88.0,52.0,69.0,0.0,0.0,8.0,23.0
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,28,0,54,0,0,130,F#,Major,95.0,83.0,57.0,54.0,0.0,10.0,25.0
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256,49,3,57,0,0,90,C#,Major,85.0,80.0,83.0,10.0,0.0,8.0,11.0
die first,Nessa Barrett,1,2022,6,24,767,0,131746175,25,0,22,0,0,183,G#,Minor,44.0,44.0,67.0,7.0,0.0,12.0,13.0
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,0,101,128,C#,Major,58.0,68.0,91.0,2.0,0.0,27.0,11.0
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708,17,0,24,0,30,130,D#,Minor,71.0,78.0,40.0,46.0,0.0,7.0,45.0
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413,16,15,20,0,0,126,C#,Major,63.0,56.0,43.0,24.0,0.0,12.0,23.0
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,E,Minor,72.0,18.0,46.0,7.0,0.0,28.0,8.0
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440,23,10,18,0,0,172,G#,Minor,74.0,46.0,58.0,15.0,0.0,13.0,8.0
